source_path,skill_name,origin,decision,reason,license
/home/ubuntu/.cursor/plugins/cache/cursor-public/6306/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/docs-canvas,docs-canvas,plugin:cursor-public/6306/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/6306/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/docs-canvas,docs-canvas,plugin:cursor-public/6306/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/6307/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/pr-review-canvas,pr-review-canvas,plugin:cursor-public/6307/2a8044425c7bddf429c3bdedf3ab61e791d34d65,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/6307/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/pr-review-canvas,pr-review-canvas,plugin:cursor-public/6307/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,exclude,C3 fail: not v0 domain,MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/648/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/create-plugin-scaffold,create-plugin-scaffold,plugin:cursor-public/648/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/648/2a8044425c7bddf429c3bdedf3ab61e791d34d65/skills/review-plugin-submission,review-plugin-submission,plugin:cursor-public/648/2a8044425c7bddf429c3bdedf3ab61e791d34d65,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/648/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/create-plugin-scaffold,create-plugin-scaffold,plugin:cursor-public/648/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/648/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e/skills/review-plugin-submission,review-plugin-submission,plugin:cursor-public/648/63d938c2e4a165a0fec1bd0f61a8e325f0cb751e,include-copy,"plugin skill, permissive license",MIT
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/access-protected-vercel-deployment,access-protected-vercel-deployment,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/ai-gateway,ai-gateway,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/ai-sdk,ai-sdk,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/auth,auth,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx @clerk/upgrade,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/bootstrap,bootstrap,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx next-forge; npx shadcn@latest,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/build-agents,build-agents,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires Subagent; npx eve@latest; npx skills; subagent,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/cdn-caching,cdn-caching,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C3 fail: not v0 domain,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/chat-sdk,chat-sdk,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/deployments-cicd,deployments-cicd,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx playwright,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/env-vars,env-vars,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx dotenv; npx drizzle-kit; npx tsx; scripts/migrate.js,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/eve,eve,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx eve; subagent,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/knowledge-update,knowledge-update,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires subagent,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/marketplace,marketplace,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/microfrontends,microfrontends,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/next-cache-components,next-cache-components,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/next-forge,next-forge,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx next-forge; npx next-forge@latest; npx shadcn@latest,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/next-upgrade,next-upgrade,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx @next/codemod@latest,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/nextjs,nextjs,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/react-best-practices,react-best-practices,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/routing-middleware,routing-middleware,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx @next/codemod@latest; npx @vercel/config,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/runtime-cache,runtime-cache,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/shadcn,shadcn,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx shadcn@latest,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/turbopack,turbopack,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/vercel-agent,vercel-agent,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/vercel-cli,vercel-cli,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/vercel-connect,vercel-connect,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/vercel-firewall,vercel-firewall,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/vercel-functions,vercel-functions,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/vercel-sandbox,vercel-sandbox,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx tsx,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/vercel-services,vercel-services,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/vercel-storage,vercel-storage,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx convex; npx dotenv; npx drizzle-kit; npx prisma; npx tsx,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/verification,verification,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/11c32588786a9d49791372657433b88d49561874/skills/workflow,workflow,plugin:cursor-public/649/11c32588786a9d49791372657433b88d49561874,exclude,C2 fail: requires npx @ai-sdk/codemod; npx workflow,Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/access-protected-vercel-deployment,access-protected-vercel-deployment,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/ai-gateway,ai-gateway,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/ai-sdk,ai-sdk,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,include-copy,"plugin skill, permissive license",Apache-2.0
/home/ubuntu/.cursor/plugins/cache/cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8/skills/auth,auth,plugin:cursor-public/649/1e821f3087d6d52b06b918d39d57345e2e4f3cf8,exclude,C2 fail: requires npx @clerk/upgrade,Apache-2.0
